GEO,OBS_VALUE,nombre_conseillers
73189,221,11
73146,798,15
73271,309,11
73245,837,15
74014,1777,19
69171,2568,23
69054,365,11
69035,393,11
77438,6793,29
77393,2840,23
78481,15858,33
78455,7597,29
71371,1571,19
71372,2002,19
71352,87,7
71042,443,11
70473,1929,19
79246,592,15
80361,70,7
79256,259,11
80418,86,7
77043,326,11
76334,524,15
76533,1720,19
77071,831,15
76515,544,15
77184,594,15
76655,3884,27
68113,1464,15
67371,599,15
68075,831,15
69072,8980,29
69244,22819,35
72213,5299,29
72347,289,11
73179,12167,33
72121,318,11
73285,2460,19
76095,8299,29
74048,1116,15
76264,466,11
76644,801,15
77057,573,15
77227,634,15
70336,135,11
70331,454,11
70527,78,7
70453,79,7
78278,568,15
79136,905,15
77379,11824,33
77365,606,15
77368,505,15
80040,171,11
80188,587,15
80078,505,15
80230,293,11
73051,5077,29
71559,525,15
71553,279,11
72323,438,11
68354,926,15
70210,150,11
70029,242,11
70095,597,15
70011,305,11
68049,430,11
68275,433,11
67436,505,15
76456,768,15
70449,68,7
71108,175,11
70408,1082,15
71192,1788,19
77238,4262,27
77273,614,15
78190,10580,33
79160,175,11
78470,879,15
78007,1082,15
76042,103,11
76238,2624,23
74018,1998,19
73265,760,15
74284,1353,15
76100,1227,15
67191,1835,19
67372,5047,29
68145,6247,29
68141,2175,19
67312,450,11
80231,159,11
79268,1038,15
80088,354,11
80402,121,11
80391,91,7
80127,800,15
80498,638,15
71458,65,7
72025,1946,19
72217,2463,19
73164,1090,15
72001,1681,19
72104,585,15
70239,199,11
68380,433,11
69202,21893,35
70016,166,11
78281,643,15
79114,1562,19
71188,64,7
70535,156,11
71411,150,11
76069,2257,19
74085,1083,15
73229,538,15
76346,308,11
76371,72,7
76336,364,11
80411,488,11
80360,2086,19
68194,295,11
67484,510,15
68107,394,11
68218,3666,27
68096,365,11
68061,1053,15
71079,464,11
71435,230,11
71431,377,11
71221,3623,27
71488,98,7
73021,849,15
69075,196,11
69074,1574,19
70182,120,11
77355,184,11
78068,886,15
79094,925,15
76616,1496,15
76422,261,11
77146,1969,19
77150,471,11
80087,240,11
80499,303,11
80470,158,11
80028,154,11
80322,169,11
80318,3247,23
80303,454,11
73237,409,11
74185,2333,19
76130,264,11
76023,298,11
74103,2203,19
68130,1068,15
68143,1914,19
67532,1065,15
78082,638,15
77371,3039,23
78381,1054,15
71174,164,11
71194,819,15
71220,475,11
77173,813,15
76617,1678,19
76400,2166,19
76550,1226,15
73067,1191,15
73168,115,11
73011,19706,33
72382,971,15
80281,164,11
79217,936,15
80547,203,11
79320,649,15
70312,831,15
70367,191,11
70426,238,11
71144,195,11
71253,945,15
71196,621,15
70305,96,7
71006,195,11
77199,1381,15
76709,4742,27
76556,1101,15
73178,514,15
71525,576,15
72356,398,11
71558,1116,15
78423,32150,39
78072,246,11
79061,3834,27
78237,160,11
78502,5583,29
77367,296,11
74192,963,15
74191,2661,23
74264,9074,29
76266,720,15
68286,2388,19
69170,1167,15
69281,1979,19
70008,148,11
67447,34382,39
68270,3786,27
67441,336,11
68050,406,11
80538,107,11
80216,151,11
80093,1095,15
80109,330,11
80326,98,7
80541,211,11
79271,366,11
73088,140,11
72182,1550,19
73034,1994,19
73207,434,11
76437,579,15
77088,2236,19
76524,149,11
76657,1165,15
78385,218,11
78196,282,11
77376,760,15
77439,1171,15
77519,1159,15
69090,905,15
69009,8139,29
71214,418,11
70571,37,7
70555,167,11
70380,139,11
71232,202,11
71269,1902,19
74271,535,15
76167,1679,19
74099,803,15
76272,876,15
74074,717,15
74315,1052,15
76032,138,11
67309,5236,29
68040,1995,19
68229,165,11
67472,4775,27
67410,640,15
80530,595,15
80560,216,11
80119,395,11
80256,1582,19
71465,274,11
72062,779,15
73006,4409,27
72144,339,11
77123,821,15
76728,1214,15
76578,260,11
76345,277,11
78242,13640,33
79139,54,7
78113,667,15
77420,3853,27
69109,851,15
68349,4617,27
70197,766,15
70179,173,11
70202,261,11
71510,608,15
72246,193,11
72088,320,11
72061,1725,19
73010,6465,29
73079,922,15
72380,899,15
71134,658,15
71172,88,7
71106,2789,23
70390,505,15
71433,468,11
71329,405,11
71242,511,15
71327,330,11
80264,86,7
79267,305,11
79286,496,11
80487,72,7
67557,808,15
67487,1718,19
67546,728,15
68014,357,11
74090,1468,15
73273,488,11
76260,1675,19
74163,2261,19
76188,474,11
74171,1693,19
70195,273,11
68331,1971,19
70257,751,15
68326,145,11
78164,851,15
78364,790,15
78420,2790,23
77500,464,11
77411,553,15
76658,695,15
77025,889,15
76461,403,11
76733,216,11
76364,281,11
76529,314,11
80173,514,15
79280,888,15
80180,91,7
73008,32175,39
73077,566,15
72031,543,15
71563,77,7
72343,606,15
72197,679,15
72056,1303,15
70384,221,11
71334,384,11
70445,121,11
70512,216,11
70328,333,11
70313,443,11
67359,1381,15
68105,259,11
68025,251,11
67141,597,15
68186,317,11
69053,534,15
70236,454,11
70005,126,11
70204,147,11
73253,615,15
76140,198,11
73308,607,15
76157,14420,33
74159,3242,23
77525,380,11
78350,7744,29
77388,808,15
77085,4166,27
77112,255,11
77109,1629,19
76587,698,15
79170,2917,23
79231,702,15
80210,146,11
71344,70,7
68239,390,11
67165,391,11
67142,282,11
70043,237,11
70117,1253,15
70053,76,7
69207,3037,23
70153,97,7
80284,713,15
80334,101,11
79270,7433,29
79338,242,11
97306,11364,33
97403,7115,29
97416,85254,53
97413,35597,39
97207,17837,33
97214,6607,29
97418,35584,39
97231,6735,29
97212,9752,29
97302,63956,49
97353,8423,29
97402,13131,33
97419,6450,29
97215,1001,15
97206,5924,29
97414,54478,45
97217,8526,29
97310,3382,23
97417,5093,29
97407,33670,39
97227,9275,29
97224,16470,33
97301,1657,19
97230,11622,33
97357,9390,29
75056,2113705,83
97308,4710,27
97226,4491,27
97211,508,15
97232,8481,29
97204,3619,27
97309,27037,35
97406,6920,29
84022,256,11
86128,2490,19
86078,2543,23
97233,1748,19
97222,21490,35
86091,374,11
97410,37585,39
97356,2168,19
69123,520774,83
97213,39346,39
97360,10059,33
95303,206,11
83027,5657,29
88192,107,11
88193,152,11
97313,3457,23
97220,11797,33
88181,2849,23
88438,398,11
86058,730,15
97358,157,11
97424,5215,29
83101,1889,19
84139,576,15
85200,1166,15
97409,57546,45
97404,14329,33
97415,106220,55
97210,15858,33
97423,7113,29
86214,7306,29
88093,36,7
86221,1211,15
83008,3049,23
84109,170,11
84024,947,15
89056,614,15
89196,1777,19
89176,136,11
91243,2322,19
95633,102,11
94037,18883,33
91579,3046,23
97401,11445,33
97303,1685,19
86174,5954,29
86210,748,15
88074,57,7
89478,910,15
90088,988,15
91477,36067,39
97422,81964,53
97209,75165,49
97208,641,15
97219,1463,15
97314,200,11
97408,36390,39
97352,297,11
82087,2839,23
81293,396,11
82071,37,7
89469,952,15
88289,793,15
89116,364,11
88271,300,11
88326,357,11
89132,159,11
86248,531,15
87011,3569,27
87158,1391,15
83129,36843,39
83009,8263,29
97307,35551,39
97362,5530,29
97223,10422,33
97221,11818,33
84048,73,7
84132,8887,29
82159,569,15
91097,7986,29
87124,381,11
87122,1161,15
88011,1614,19
87163,146,11
88189,132,11
88429,3983,27
88336,74,7
89044,100,11
89143,326,11
89079,656,15
82015,168,11
80738,125,11
97304,24470,35
97405,12920,33
82119,654,15
84006,70,7
85036,587,15
84120,120,11
83085,3050,23
81133,510,15
81146,239,11
82054,380,11
89470,125,11
93053,45915,43
90061,49,7
97361,1549,19
97229,19342,33
97312,2801,23
89441,1273,15
89437,291,11
88354,181,11
89382,1460,15
88375,480,11
88294,267,11
86139,2556,23
88069,144,11
87044,315,11
86118,368,11
81061,199,11
83080,873,15
86022,253,11
83089,638,15
84108,2192,19
97305,18807,33
97218,4469,27
97311,51732,45
97421,7333,29
97234,1824,19
97420,24855,35
95056,2239,19
91363,8597,29
91441,521,15
89418,4268,27
88468,3198,23
89420,1076,15
81203,506,15
80725,4188,27
80752,666,15
80701,429,11
80730,1086,15
81221,233,11
81295,451,11
87018,690,15
86197,412,11
87071,806,15
88172,232,11
88128,250,11
90035,823,15
94067,21223,35
89447,157,11
95134,5022,29
91137,360,11
84111,335,11
83086,9882,29
85292,1504,19
84016,5521,29
97225,4069,27
97411,156149,59
97216,2991,23
97412,38992,39
97203,2810,23
13055,877215,83
97205,4524,27
97228,14827,33
95388,6189,29
93005,86360,53
90033,5677,29
89299,62,7
88428,1794,19
89075,757,15
80593,260,11
80635,1467,15
80676,153,11
80729,184,11
80726,268,11
80717,981,15
81154,82,7
85093,1242,15
84032,519,15
82167,1934,19
86017,1087,15
87045,1001,15
88031,100,11
86230,171,11
88226,128,11
87032,1671,19
88264,63,7
88276,361,11
88263,207,11
80693,337,11
81102,317,11
81288,2978,23
80811,592,15
97131,1479,15
95369,2954,23
92071,20740,35
88048,959,15
87144,541,15
86082,4323,27
85100,2216,19
83053,2406,19
84061,321,11
82122,160,11
85104,910,15
85198,1382,15
84146,480,11
81019,151,11
80625,1484,15
81077,393,11
89069,525,15
89383,104,11
90036,270,11
94001,6029,29
86117,510,15
86177,5465,29
87051,690,15
88111,349,11
87185,1767,19
85128,9450,29
85177,1366,15
85231,824,15
83108,2199,19
85159,2372,19
80579,790,15
80759,327,11
80663,374,11
80618,1035,15
82016,221,11
88434,211,11
88317,549,15
88257,183,11
85274,549,15
85176,1144,15
84123,1348,15
82118,92,7
82141,580,15
95218,18723,33
91687,31112,39
91665,8140,29
89474,282,11
81132,835,15
80758,208,11
81158,253,11
81294,1099,15
87095,733,15
88054,312,11
88085,192,11
88035,144,11
87149,360,11
88377,122,11
88262,578,15
88290,116,11
91556,402,11
95026,3128,23
95229,9789,29
95094,306,11
85207,413,11
85192,980,15
85243,2933,23
82162,271,11
83148,12712,33
82165,535,15
85074,229,11
80632,2440,19
81224,99,7
81033,2920,23
81276,1236,15
81088,604,15
82069,195,11
81011,1031,15
89085,1108,15
88361,1299,15
88457,141,11
89323,146,11
89433,269,11
89246,337,11
89400,298,11
95119,327,11
85021,1913,19
84031,30854,39
82155,1951,19
83010,214,11
88099,1372,15
88199,76,7
88039,330,11
87085,129754,55
88102,86,7
87111,1602,19
80643,571,15
80820,749,15
80740,308,11
81175,394,11
80769,219,11
89242,780,15
89325,88,7
88287,71,7
89055,3060,23
88524,349,11
88507,189,11
82157,113,11
85163,4502,27
84148,1292,15
83026,1985,19
84046,455,11
83134,1899,19
81242,279,11
81032,1101,15
81080,59,7
81243,129,11
81042,2010,19
86124,1179,15
88142,433,11
88135,864,15
86293,4505,27
90050,237,11
89485,209,11
95039,6820,29
95024,267,11
89425,650,15
88296,54,7
89254,516,15
88421,103,11
85306,743,15
85234,8809,29
82116,197,11
85073,1025,15
80674,3609,27
80770,544,15
82073,970,15
86266,124,11
90095,439,11
91570,21536,35
89154,853,15
89030,414,11
85116,483,11
84010,914,15
84092,17985,33
83128,783,15
81105,13275,33
81054,972,15
82090,1076,15
80714,1265,15
80665,130,11
81020,263,11
80807,274,11
81058,241,11
86073,516,15
86144,324,11
87107,1594,19
88016,202,11
87117,1028,15
88050,297,11
88223,171,11
91216,10626,33
97112,4678,27
90056,1439,15
94073,32006,39
95199,16075,33
88465,8433,29
89247,225,11
89286,827,15
88418,445,11
89223,664,15
89303,243,11
85236,2018,19
85202,1587,19
82140,455,11
84035,25890,35
83003,894,15
83123,17938,33
80754,382,11
81145,4857,27
95690,329,11
91069,376,11
92036,50874,45
97116,15839,33
88106,961,15
87034,591,15
87112,639,15
88134,652,15
89397,387,11
89229,489,11
89027,201,11
88484,1050,15
85061,1550,19
84150,1875,19
84066,287,11
82075,4206,27
81100,399,11
81284,2025,19
91494,4107,27
94015,18095,33
95254,535,15
95352,4909,27
86241,453,11
87202,2162,19
86119,309,11
88240,268,11
88464,504,15
89064,54,7
88344,184,11
89067,1081,15
84075,453,11
85117,601,15
85162,2054,19
85121,1050,15
84004,5962,29
83103,4046,27
81015,69,7
80631,117,11
81014,517,15
80686,723,15
80829,88,7
80815,835,15
95572,25614,35
95181,307,11
90045,721,15
87141,676,15
89408,271,11
89290,50,7
89249,77,7
84110,27,7
83097,5620,29
86015,1287,15
83064,5579,29
80592,511,15
80668,172,11
80659,262,11
89111,298,11
88245,291,11
88448,169,11
88385,568,15
89168,175,11
89206,9055,29
86036,929,15
88136,1511,19
86171,433,11
86290,1526,19
87172,214,11
86061,1046,15
87047,1866,19
86141,672,15
84057,348,11
84104,1433,15
80669,341,11
81255,512,15
95257,4587,27
90019,314,11
91692,25633,35
94018,28756,35
90081,765,15
93027,47086,43
80749,323,11
80699,116,11
81040,439,11
80765,805,15
88461,200,11
89234,119,11
93050,38799,39
90060,139,11
86148,714,15
87116,1059,15
83042,12076,33
84029,4549,27
85256,1263,15
85125,383,11
81196,835,15
81056,159,11
82042,1226,15
80694,350,11
89248,37,7
88338,87,7
89089,131,11
89311,1284,15
89169,947,15
85237,394,11
84151,199,11
85065,3648,27
83120,5877,29
84105,922,15
83092,4767,27
91587,6611,29
95316,272,11
91433,4435,27
88239,130,11
88006,290,11
86229,347,11
88169,219,11
80823,122,11
80704,386,11
80716,1268,15
88374,24,7
89324,699,15
89380,451,11
89337,1024,15
89445,52,7
89333,159,11
87190,879,15
87108,430,11
87077,525,15
88061,285,11
90010,45646,43
81247,219,11
81269,528,15
82021,189,11
85155,5209,29
84063,397,11
83098,10582,33
89363,98,7
89386,121,11
88283,80,7
89007,445,11
82039,562,15
80708,157,11
80670,518,15
81279,257,11
81176,109,11
92014,21140,35
93061,16733,33
90064,315,11
95328,641,15
97110,1349,15
86129,525,15
88132,1350,15
86152,590,15
88096,106,11
87001,5860,29
82190,4914,27
81213,91,7
81143,774,15
81081,1310,15
81190,494,11
80695,478,11
80799,4644,27
81076,709,15
82047,51,7
88503,147,11
88371,1207,15
83034,9412,29
83153,6064,29
85205,543,15
80804,174,11
80742,77,7
80572,378,11
86191,248,11
88168,131,11
86195,548,15
86175,306,11
86049,474,11
86165,5867,29
86186,964,15
89149,188,11
90013,237,11
91578,271,11
92040,67695,49
93059,33670,39
91027,36451,39
90046,465,11
95144,73,7
84012,2428,19
85141,681,15
83111,2138,19
88042,79,7
87020,1644,19
86206,135,11
81104,1543,19
81219,3212,23
82070,68,7
81034,392,11
82099,545,15
81186,255,11
81317,1235,15
89198,1724,19
88304,4746,27
88254,81,7
88470,1495,15
88449,203,11
89060,455,11
91560,471,11
91399,188,11
94053,4619,27
94048,4685,27
91691,28349,35
84041,489,11
85286,551,15
85210,2251,19
84131,1998,19
85147,1626,19
88291,126,11
88532,76,7
89124,1191,15
89296,125,11
80819,78,7
81205,185,11
85089,5411,29
85142,1010,15
83146,1674,19
85240,1619,19
91468,2896,23
91232,3663,27
91249,4138,27
89475,111,11
90072,1098,15
89053,435,11
88411,84,7
88389,82,7
89024,35236,39
89282,650,15
81103,122,11
82095,214,11
81065,42700,43
80574,96,7
87086,1004,15
88213,130,11
88028,621,15
87009,136,11
85109,16589,33
85196,1942,19
85245,169,11
84030,3469,23
83122,235,11
88482,55,7
89045,282,11
88402,369,11
89010,203,11
95539,15209,33
89462,308,11
81030,108,11
81078,1067,15
80696,1200,15
82074,132,11
81310,145,11
85250,2443,19
84082,1882,19
84141,11799,33
83107,15006,33
83139,583,15
89315,164,11
88499,159,11
88408,3458,23
89183,62,7
95445,779,15
91064,4700,27
91041,1045,15
95392,5337,29
86085,260,11
87125,4733,27
87156,2654,23
86074,923,15
95169,648,15
95582,26772,35
95675,1672,19
91479,7956,29
82171,1340,15
85284,4535,27
84064,3831,27
88436,72,7
89259,100,11
88321,6507,29
89270,133,11
89050,907,15
88305,180,11
80650,621,15
81115,1418,15
81035,237,11
81039,1948,19
84018,555,15
87166,878,15
88200,58,7
86235,1310,15
88203,353,11
88139,124,11
90008,4641,27
91377,50597,45
91434,21161,35
90048,135,11
81225,1065,15
89019,150,11
89436,846,15
87110,2517,23
88057,90,7
95680,29238,35
95183,7111,29
88114,2932,23
87193,54,7
86051,213,11
87128,1364,15
81321,91,7
80724,2767,23
88444,297,11
89207,28,7
88447,2537,23
84068,1031,15
85282,972,15
92035,29828,35
91111,3375,23
92078,25566,35
97101,51760,45
92047,1758,19
95046,148,11
90057,748,15
88227,81,7
87099,328,11
87008,144,11
86172,167,11
89392,249,11
89059,696,15
88300,122,11
83041,720,15
85187,861,15
85101,484,11
84002,1066,15
81177,468,11
81286,591,15
82067,103,11
82007,144,11
82058,109,11
80599,243,11
81135,93,7
89279,590,15
89423,123,11
88526,428,11
87066,1060,15
88178,1779,19
86292,955,15
86089,389,11
86162,118,11
87194,364,11
88229,87,7
87178,2896,23
84107,1416,15
84125,74,7
82153,232,11
81240,102,11
81137,88,7
81116,1985,19
82091,126,11
94046,57422,45
90039,3382,23
86092,2968,23
88125,62,7
87159,358,11
85115,647,15
84115,504,15
89189,556,15
88388,120,11
88419,128,11
95604,4154,27
91086,10833,33
91223,26601,35
89486,147,11
95306,31818,39
94042,20784,35
81023,206,11
81012,123,11
80623,385,11
80630,2293,19
85157,823,15
82135,1384,15
82160,258,11
86252,648,15
87126,3637,27
88359,89,7
89029,875,15
88355,1215,15
88527,133,11
82010,239,11
81055,398,11
81114,538,15
81062,954,15
80802,541,15
81210,271,11
81222,3542,27
80626,290,11
95258,347,11
91540,5176,29
95308,569,15
89479,282,11
88014,177,11
88212,364,11
87189,157,11
86223,883,15
89113,661,15
88483,2249,19
89115,182,11
89028,62,7
85098,1963,19
84019,13871,33
83005,278,11
84011,381,11
83124,2852,23
90029,1935,19
91393,635,15
95611,53,7
80598,1207,15
80792,242,11
80822,136,11
80671,226,11
86006,543,15
85123,296,11
86120,1214,15
88071,47,7
88188,1662,19
89309,3357,23
89080,668,15
89336,277,11
88417,366,11
95154,294,11
92032,24586,35
94028,92859,53
95014,2691,23
82025,3883,27
81142,883,15
83117,1747,19
85269,424,11
89057,278,11
89427,675,15
89188,189,11
89300,80,7
88160,32296,39
88047,141,11
86204,2113,19
87146,1148,15
80828,47,7
81067,462,11
81085,40,7
82041,240,11
85164,2293,19
83001,2780,23
85077,492,11
84140,556,15
85297,1061,15
83030,1920,19
95150,634,15
93031,53564,45
90055,322,11
97120,14855,33
89370,1806,19
89332,934,15
88509,100,11
89173,462,11
82046,108,11
81197,207,11
81007,97,7
81283,1123,15
80683,100,11
86245,1724,19
87155,182,11
86159,467,11
88063,133,11
85013,1551,19
82144,772,15
83040,73,7
85151,6065,29
82152,407,11
91679,1040,15
91666,2502,23
93006,41776,43
89002,71,7
89411,1012,15
88372,6011,29
88341,491,11
89158,629,15
88515,153,11
88473,82,7
88242,43,7
81051,1214,15
80771,30,7
81251,920,15
82056,210,11
81140,10884,33
88246,488,11
88288,5,7
84007,91760,53
83099,8473,29
83150,4387,27
83036,7895,29
85031,3170,23
87035,517,15
86145,1119,15
87022,114,11
95652,5509,29
90020,243,11
95063,34314,39
97104,4949,27
82008,909,15
80586,172,11
81227,2181,19
81198,337,11
81171,1547,19
82188,640,15
84136,1192,15
83067,4349,27
82164,126,11
85268,1526,19
83081,6787,29
83056,2683,23
86295,394,11
86209,2174,19
88045,88,7
88409,2140,19
88395,362,11
89390,693,15
89105,434,11
89042,154,11
88415,3814,27
89100,1763,19
80645,561,15
80751,562,15
81274,816,15
82001,590,15
94056,2744,23
91136,2606,23
95483,513,15
85097,3223,23
85208,2425,19
85119,2572,23
83050,40789,43
81092,927,15
80690,623,15
81201,959,15
88307,94,7
89434,345,11
89426,373,11
87043,223,11
87097,1031,15
86275,582,15
87041,2028,19
91634,1451,15
94017,78367,49
91457,4308,27
91593,1606,19
83072,9803,29
84050,1664,19
83029,3794,27
88129,99,7
88075,3947,27
86115,7597,29
87068,517,15
88149,52,7
86264,738,15
88103,80,7
88315,188,11
88475,117,11
88451,2334,19
88295,237,11
80747,135,11
80652,780,15
81162,139,11
95313,12302,33
91225,3100,23
91109,1218,15
95277,26959,35
97124,10432,33
88194,126,11
88147,399,11
82139,115,11
85078,731,15
84086,1285,15
85301,1802,19
82182,336,11
84074,2273,19
80617,236,11
82104,184,11
80685,5748,29
81156,3486,23
81060,9927,29
81188,304,11
81070,3041,23
81083,253,11
91657,31233,39
91161,19981,33
93033,7101,29
88477,101,11
88462,1859,19
89393,115,11
87012,429,11
88053,153,11
88198,537,15
84076,1434,15
85062,1144,15
85252,598,15
85298,1951,19
82166,274,11
85226,12923,33
81179,274,11
81236,295,11
80778,121,11
82082,207,11
81311,723,15
80736,233,11
90049,885,15
90082,279,11
95023,619,15
95430,4095,27
91495,327,11
86040,301,11
86045,1373,15
86050,794,15
88186,47,7
81287,263,11
81028,113,11
81199,154,11
81325,1992,19
88313,436,11
89365,518,15
88380,208,11
89239,1635,19
89371,67,7
84097,539,15
85102,725,15
85111,1505,19
85038,2916,23
84027,2541,23
85126,1360,15
86291,101,11
86253,548,15
86181,218,11
95510,593,15
95436,1680,19
91201,29824,35
81228,468,11
82014,274,11
81029,185,11
81217,458,11
80748,196,11
85059,2590,23
82150,878,15
85296,1240,15
82124,4335,27
84017,3077,23
88467,583,15
89442,244,11
89093,659,15
88143,266,11
86298,2278,19
88244,509,15
87120,518,15
86107,473,11
90037,954,15
95592,1310,15
95566,2662,23
91525,1314,15
88430,495,11
89298,588,15
88489,256,11
89150,451,11
89098,234,11
82024,252,11
81306,828,15
81232,632,15
88238,387,11
87061,361,11
88095,1721,19
88003,61,7
87203,1327,15
85096,5413,29
83016,10098,33
81290,172,11
81246,120,11
80800,138,11
81277,627,15
80782,440,11
81304,200,11
89482,104,11
95139,316,11
90042,2022,19
89428,579,15
88369,1817,19
85172,2210,19
85302,5580,29
84009,1723,19
82136,1721,19
84095,842,15
83075,625,15
85214,2592,23
86270,163,11
88110,219,11
88180,125,11
81018,2528,23
81312,1026,15
81289,2649,23
80741,189,11
97109,7378,29
95610,289,11
95309,225,11
84137,5920,29
84127,2896,23
83135,1444,15
83077,2260,19
85028,595,15
85289,2173,19
87036,688,15
88012,1110,15
88162,170,11
87093,286,11
88183,352,11
88488,229,11
80780,415,11
80814,457,11
80832,298,11
80796,175,11
89453,1101,15
95212,141,11
93001,89489,53
90089,1481,15
91235,13816,33
91035,371,11
87076,239,11
88152,240,11
83130,12210,33
85003,10218,33
85277,1592,19
82137,559,15
89438,1747,19
89415,193,11
88274,81,7
89004,236,11
89164,92,7
80654,525,15
81268,78,7
80709,280,11
95250,10249,33
93007,59912,45
95091,6565,29
84094,584,15
86009,1060,15
88378,103,11
89446,464,11
88439,953,15
80781,218,11
80711,1775,19
90031,344,11
95331,194,11
91184,279,11
91511,2182,19
95446,1823,19
93048,110758,55
95211,2313,19
95040,866,15
88202,195,11
88157,871,15
85042,1909,19
82094,1447,15
82019,755,15
82037,6858,29
81313,227,11
89321,727,15
88481,1326,15
88340,492,11
95177,1294,15
97105,9419,29
91345,20470,35
95627,616,15
91458,4465,27
90012,1304,15
95042,1947,19
86234,369,11
86035,171,11
86086,913,15
87162,206,11
84090,663,15
82143,88,7
82195,824,15
85149,408,11
84072,6272,29
83057,3661,27
84039,6245,29
80688,3050,23
80821,227,11
81195,690,15
80728,79,7
81292,541,15
82027,1472,15
89289,297,11
88309,174,11
89379,139,11
88270,2108,19
88458,282,11
89256,392,11
88269,301,11
91274,1512,19
90032,3531,27
95170,557,15
94044,27806,35
83142,221,11
84040,418,11
83084,595,15
82145,379,11
83125,2717,23
82147,345,11
88232,210,11
87180,562,15
88145,212,11
81118,167,11
82064,128,11
83121,3812,27
85055,1108,15
84073,967,15
83115,14394,33
89414,1396,15
88416,133,11
95428,21677,35
90085,86,7
82097,1606,19
81044,309,11
86296,468,11
88086,481,11
88008,152,11
88088,672,15
87027,1284,15
88032,1163,15
86094,583,15
84079,268,11
84077,461,11
85088,4978,27
88413,19324,33
89412,184,11
89071,95,7
89058,114,11
87056,245,11
88109,648,15
88105,216,11
94019,18295,33
91552,11577,33
91469,950,15
97118,24299,35
90074,309,11
95214,58,7
95271,515,15
82106,152,11
85084,6835,29
86001,701,15
85090,6401,29
84122,5834,29
89125,895,15
89101,532,15
89391,1235,15
88383,7500,29
87081,1112,15
86213,2521,23
80827,1276,15
80824,252,11
84036,3495,23
85134,240,11
95268,42388,43
91573,12071,33
90058,554,15
95018,107135,55
89347,344,11
88496,151,11
89162,398,11
86237,728,15
87160,489,11
86054,354,11
86132,301,11
82063,677,15
81189,117,11
81318,138,11
82044,1707,19
80735,169,11
82068,231,11
87013,626,15
87094,526,15
87079,802,15
86236,852,15
88153,338,11
84091,5679,29
85034,3471,23
85218,1820,19
82172,288,11
90079,323,11
90002,353,11
89306,361,11
88521,258,11
89302,218,11
89361,255,11
89351,480,11
81192,851,15
81121,289,11
81134,55,7
84042,1849,19
85108,3437,23
85051,8518,29
83114,271,11
90083,144,11
91038,1250,15
95120,2242,19
95476,17471,33
91689,6924,29
86150,271,11
86201,204,11
88097,41,7
86265,414,11
83145,1170,15
82133,91,7
83102,2403,19
82189,767,15
82178,828,15
83025,1456,15
85072,1047,15
89102,2145,19
88386,435,11
88350,72,7
81149,448,11
80681,303,11
81281,2021,19
86289,656,15
86112,1146,15
86044,555,15
87100,253,11
88230,35,7
95019,14898,33
92020,36224,39
89452,348,11
85188,1157,15
82146,55,7
85132,757,15
82180,521,15
85081,4535,27
89267,166,11
88407,144,11
88446,231,11
89123,241,11
89156,386,11
88286,98,7
80620,7139,29
81072,101,11
88175,471,11
91106,1283,15
91075,83,7
94076,58142,45
90028,375,11
95462,325,11
91547,465,11
82012,586,15
80644,762,15
85005,1035,15
85229,628,15
84117,339,11
89373,658,15
91473,145,11
91553,7471,29
90044,228,11
91631,2381,19
97132,7519,29
86143,174,11
86202,604,15
88040,234,11
88146,177,11
87142,549,15
81036,1249,15
82040,273,11
80713,295,11
80687,135,11
81223,63,7
81248,912,15
85169,1110,15
85287,447,11
85273,1996,19
85197,3833,27
85076,3746,27
85154,1749,19
85131,1461,15
86135,586,15
86079,562,15
88170,731,15
89245,858,15
89240,310,11
95584,660,15
95210,11594,33
91085,3855,27
97119,8206,29
95298,582,15
86226,2871,23
87176,696,15
86272,2787,23
88137,90,7
85087,205,11
85019,6239,29
84043,8888,29
85251,637,15
88292,801,15
89264,719,15
88412,445,11
89077,1534,19
89384,680,15
88426,1364,15
81182,2080,19
81237,176,11
80677,1609,19
80705,73,7
82045,359,11
95409,1259,15
91390,3420,23
91654,584,15
92023,56882,45
97114,7640,29
86065,1046,15
87139,456,11
87069,148,11
87060,669,15
82175,285,11
83116,17691,33
84143,1069,15
85046,3883,27
88512,235,11
88280,126,11
89308,205,11
89200,393,11
89034,444,11
89345,4230,27
93063,35314,39
95394,10015,33
95287,706,15
90101,250,11
87101,127,11
86113,2989,23
87118,1356,15
80634,815,15
81066,288,11
80622,1275,15
81038,2418,19
80733,320,11
95637,16079,33
92026,81945,53
81161,113,11
81254,385,11
81215,646,15
81253,471,11
83152,644,15
85201,511,15
89252,175,11
89338,2813,23
89215,178,11
88273,460,11
89406,83,7
88038,34,7
87005,1033,15
88201,873,15
92072,22782,35
94081,95282,53
90034,762,15
81229,137,11
85023,449,11
86004,362,11
83078,309,11
81063,1615,19
80609,445,11
82102,310,11
80795,464,11
80648,126,11
89021,297,11
88089,549,15
87135,969,15
86096,680,15
88076,411,11
86207,1571,19
85244,802,15
80682,209,11
84144,624,15
81139,1690,19
81124,2469,19
81106,641,15
80662,260,11
80788,178,11
80753,127,11
81216,215,11
81234,85,7
82086,235,11
83088,2956,23
84113,811,15
85178,8637,29
81272,225,11
95651,867,15
97128,24415,35
89227,1211,15
89385,77,7
88530,2572,23
88368,148,11
88471,97,7
88272,71,7
89081,92,7
88493,24,7
88519,656,15
87140,1651,19
88214,70,7
88007,47,7
80790,167,11
81309,361,11
